label,CPI,Compute_Density,Mem_Boundness,Stall_Ratio,Branch_MPKI,Vector_Intensity,Clock_Ratio
HighFreq,2109.3184180772,0.0,0.034218179568096,0.8184793957109,0.99003774518904,0.0,0.66670145148137
HighFreq,2119.225572175,0.0,0.034608852428441,0.81825912202331,0.9466780079634,0.0,0.66664435298202
HighFreq,2137.601229722,0.0,0.035406529441779,0.81687685469957,1.0176419781592,0.0,0.66668136269675
HighFreq,2199.0458999953,0.0,0.03581859341278,0.8184617496724,1.0233883832223,0.0,0.6666789871976
HighFreq,2110.1002957156,0.0,0.034565810094848,0.81933792974234,0.96508529609548,0.0,0.66665666257609
HighFreq,2190.3975966959,0.0,0.036075849539376,0.81626570156384,1.0106261793073,0.0,0.66666131672644
HighFreq,2120.573582014,0.0,0.035291655945234,0.81874911655726,0.9896706658787,0.0,0.66666867481406
HighFreq,2123.5707724154,0.0,0.034351912419755,0.81814762496289,0.9486349567734,0.0,0.6666541093429
HighFreq,2137.349194316,0.0,0.035077319440724,0.81675971817918,1.0088861782594,0.0,0.66667045831121
HighFreq,2206.2708096754,0.0,0.034776443453344,0.81801422640758,1.0267302906029,0.0,0.66666815656233
HighFreq,2145.4034570261,0.0,0.0345044614632,0.81864773867359,0.98412525854744,0.0,0.66666817111955
HighFreq,2149.0776972521,0.0,0.034737804371312,0.8164060424579,0.99152617657763,0.0,0.66664891569165
HighFreq,2169.528537581,0.0,0.035065539956085,0.81913422756023,1.0125351855977,0.0,0.66669009739067
HighFreq,2187.6334499225,0.0,0.035233475010137,0.81819005873321,0.97724905848617,0.0,0.66664692673723
HighFreq,2125.442579325,0.0,0.035357600353689,0.81751864153411,1.006087538118,0.0,0.66669082417125
HighFreq,2215.0378935118,0.0,0.035722513985952,0.81840929967992,1.0308547528607,0.0,0.66664463719367
HighFreq,2191.2523243243,0.0,0.035707815924032,0.81895774625786,1.0021913805698,0.0,0.66667797240891
HighFreq,2194.3918187351,0.0,0.035284960144207,0.81631321855679,1.0124893191156,0.0,0.66665118483609
HighFreq,2183.4542365775,0.0,0.035665103224999,0.81908593211,1.0190029492857,0.0,0.66667925161608
HighFreq,2103.6681806068,0.0,0.03427264948873,0.81852053116046,0.94258903398651,0.0,0.66668096073798
HighFreq,2178.0009758421,0.0,0.034778896252883,0.81724338371784,1.0077893110439,0.0,0.66665583909222
HighFreq,2159.919984793,0.0,0.035140218139507,0.81859386917659,1.0051582764272,0.0,0.66665961080388
HighFreq,2158.5915000792,0.0,0.034477498093059,0.81896475561176,0.96426464027172,0.0,0.6666702237723
HighFreq,2177.2036278441,0.0,0.035067804335645,0.8164041878978,1.004508676226,0.0,0.66666561649799
HighFreq,2122.4831421561,0.0,0.034179833982855,0.81950483354558,0.99338591769331,0.0,0.66666856486807
HighFreq,2175.5481998317,0.0,0.03486611157852,0.81776767899789,0.97188778322551,0.0,0.66667303121891
HighFreq,2225.6054953305,0.0,0.034969745709648,0.81670305358511,1.0683221703558,0.0,0.66668723057457
